Plugin,Menu,Section,Type,English,Japanese
"LazyCrucible","","","","dispel (Quelling Wave): Clear Mind (Damage Up on the Piscodemon)","ディスペル（鎮波）：クリアマインド（ピスコデーモンへのダメージアップ）"
"LazyCrucible","","","","dispel (Quelling Wave): Damage Up on the boss from Fanaticism — no horn pick brings it","dispel (Quelling Wave): Fanaticism によるボスへのダメージアップ — 角笛は効果をもたらしません"
"LazyCrucible","","","","dispel (Quelling Wave): Damage Up on the Elder from Rallying Cheer","dispel (Quelling Wave): 歓声を集めてエルダーに与えるダメージアップ"
"LazyCrucible","","","","dispel (Quelling Wave): Growing buff from Grab and Grow (panel says not dispellable) — no horn pick brings it","dispel (Quelling Wave): Grab and Grow から 強化効果／バフ を成長させる (パネルには dispelable ではないと書かれている) — ホーンピックはそれをもたらしません"
"LazyCrucible","","","","dispel (Quelling Wave): Ice Spikes (Snoll Piece)","ディスペル (鎮波): アイススパイク (スノールピース)"
"LazyCrucible","","","","dispel (Quelling Wave): Impassion Damage Up (panel says not dispellable) — no horn pick brings it","dispel (Quelling Wave): Impassion ダメージアップ (パネルにはディスペル不可能と記載されています) — ホーンピックなしでは効果が得られません"
"LazyCrucible","","","","dispel (Quelling Wave): Kinborrow (Popoto Skin on Loosefrox)","dispel (Quelling Wave): Kinborrow (Loosefrox の Popoto Skin)"
"LazyCrucible","","","","dispel (Quelling Wave): Might on the Golem (panel says not dispellable)","dispel (Quelling Wave): ゴーレムに影響を与える可能性があります (パネルには解除不可能と表示されています)"
"LazyCrucible","","","","dispel (Quelling Wave): Physical Damage Up from Ossify","ディスペル（鎮波波）：オッシファイによる物理ダメージアップ"
"LazyCrucible","","","","dispel (Quelling Wave): Regen on the Abaddon from eaten Morphos","dispel (Quelling Wave): 食べられたモルフォスからアバドンで再生"
"LazyCrucible","","","","dispel (Quelling Wave): Spirit of Pompetition (Kinged Swordsmog)",""
"LazyCrucible","","","","dispel (Quelling Wave): Ultimate Focus (Magic Damage Up)","ディスペル（鎮波）：アルティメットフォーカス（魔法ダメージアップ）"
"LazyCrucible","","","","Dispel Clear Mind before Arcane Blast; dodge marching ice, the cross and the donut.","Arcane Blastの前にClear Mindを解除します。マーチングアイス、十字架、ドーナツを避けてください。"
"LazyCrucible","","","","Dispel Kinborrow, push small bombs into Chewchum's pool, and kill both together.","キンボローを追い払い、小さな爆弾をチューチャムのプールに押し込み、両方を一緒に殺します。"
"LazyCrucible","","","","Distant Tune (3 s)","ディスタントチューン(3秒)"
"LazyCrucible","","","","Do: Aim it at the hidden boss; too early speeds up the fight","実行: 隠しボスに狙いを定めてください。早すぎると戦いが加速する"
"LazyCrucible","","","","Do: Aim it away from Lamias and onto Cyclopes","推奨: ラミアから離れてサイクロプスに狙いを定めます。"
"LazyCrucible","","","","Do: Aim it so no arm crosses an egg","やるべきこと: 腕が卵を横切らないように狙いましょう"
"LazyCrucible","","","","Do: Aim the line north or south, away from the side walls","推奨: ラインを北または南に向け、側壁から遠ざけます。"
"LazyCrucible","","","","Do: Aim the line through a gel of the other element","行うべきこと: 他の要素のゲルを通るラインを狙います。"
"LazyCrucible","","","","Do: Airborne: get far away. Grounded: go behind","行うべきこと: 空中: 遠くに行きます。 地上移動中／地上: 後ろに下がってください"
"LazyCrucible","","","","Do: AoE the adds if you miss","実行: ミスした場合は AoE が追加されます"
"LazyCrucible","","","","Do: AoE them down, Mage first","実行: 範囲攻撃で敵を倒し、メイジが先"
"LazyCrucible","","","","Do: AoE them quickly and keep them grouped","行うべきこと: すぐに範囲を広げ、グループ化したままにします"
"LazyCrucible","","","","Do: AoE them; hold an AoE Tempered Release for this","実行: それらを範囲攻撃します。このために AoE 強化された リリース を保持します"
"LazyCrucible","","","","Do: Avoid edges; don't rely on Snarl, gusts move the pet","推奨事項: エッジを避けてください。スナールに頼らないでください、突風がペットを動かします"
"LazyCrucible","","","","Do: Balance HP and finish both together","実行: HP のバランスをとり、両方を一緒に終了します"
"LazyCrucible","","","","Do: Be off the puddle and away from other AoEs","推奨事項: 水たまりから離れ、他の範囲から離れてください。"
"LazyCrucible","","","","Do: Beastskin, or accept it","する: 獣の皮、さもなければそれを受け入れる"
"LazyCrucible","","","","Do: Beastskin; Parting Blow the pet during the cast","行う: 獣の皮。お別れ 詠唱 中にペットを吹き飛ばす"
"LazyCrucible","","","","Do: Break the hourglass when the needle is not on you","やるべきこと：針がかかっていないときに砂時計を割る"
"LazyCrucible","","","","Do: Break the shell, then stun or bind the Ymir as it crawls","実行: シェルを破壊し、スタン を実行するか、ユミルが這うようにバインドします。"
"LazyCrucible","","","","Do: Burst before it to skip it; if it happens, swap to the wisps","スキップするには、その前に バースト を実行します。それが起こったら、ウィスプに交換してください"
"LazyCrucible","","","","Do: Burst Chewchum now; save a TR and Parting Blow for it","実行: バースト 今すぐチューチャムします。 TRとパーティングブローを保存しておきます"
"LazyCrucible","","","","Do: Burst everything: kill it before the cast ends","実行: バースト すべて: 詠唱 が終了する前に強制終了します。"
"LazyCrucible","","","","Do: Challenge and keep the pet on her far side","やるべきこと: ペットを反対側に置いて挑戦してください"
"LazyCrucible","","","","Do: Challenge first; angle it diagonally so you miss the wall","やるべきこと: まずは挑戦してください。壁に当たらないように斜めに傾けてください"
"LazyCrucible","","","","Do: Challenge; keep the pet away from her front","やるべきこと：挑戦すること。ペットを彼女の前から遠ざけてください"
"LazyCrucible","","","","Do: Challenge; keep the pet on her far side, re-place after summons","やるべきこと：挑戦すること。ペットを向こう側に置いて、召喚後に元の場所に戻す"
"LazyCrucible","","","","Do: Circle: get out. Donut: hug her","する: サークル: 出て行きます。ドーナツ: 彼女を抱きしめる"
"LazyCrucible","","","","Do: Circle: out. Donut: in. Half: go to the other side","ド：サークル：アウト。ドーナツ: 半分: 反対側に行く"
"LazyCrucible","","","","Do: Cleanse with Scouring Ash","実行: 解除 と精練灰"
"LazyCrucible","","","","Do: Cleanse with Scouring Ash, or pre-resist","実行: 解除 を精練灰またはプレレジストで使用"
"LazyCrucible","","","","Do: Clear the adds first","実行: まず追加をクリアします"
"LazyCrucible","","","","Do: Clear the adds quickly; that is progress","推奨: 追加をすぐにクリアします。それは工数です"
"LazyCrucible","","","","Do: Club: get far away. Sword: leave the cone","すること: クラブ: 遠くに行く。剣: コーンを残す"
"LazyCrucible","","","","Do: Club: stay off the edge. Sword: get out","すべきこと: クラブ: 端から離れてください。剣：出て行け"
"LazyCrucible","","","","Do: Crouching: get close. Arms up: get out","行うこと: しゃがむ: 近づきます。腕を上げる：出て行け"
"LazyCrucible","","","","Do: Destroy the tethered blades fast","やるべきこと: 繋がれたブレードを素早く破壊する"
"LazyCrucible","","","","Do: Dispel Clear Mind first, else mitigate (Water Wall, Beastskin)","やるべきこと：まずクリアマインドを解除し、それ以外の場合は軽減する（ウォーターウォール、ビーストスキン）"
"LazyCrucible","","","","Do: Dispel it","やるべきこと：それを払拭する"
"LazyCrucible","","","","Do: Dispel it if you can","実行: 可能であればそれを払拭してください"
"LazyCrucible","","","","Do: Dispel it with Quelling Wave","やるべきこと：クエリングウェーブで払いのける"
"LazyCrucible","","","","Do: Dispel it: Quelling Wave, Bloodcurdling Caw or Fang of Water","やるべきこと：それを払拭します：鎮める波、血の凍るような牛、または水の牙"
"LazyCrucible","","","","Do: Dispel it: Quelling Wave, Caw or Fang of Water","やるべきこと：それを払拭してください：鎮める波、カウ、または水の牙"
"LazyCrucible","","","","Do: Dodge the first half, then swap","やるべきこと: 前半を回避してから交換する"
"LazyCrucible","","","","Do: Dodge the first, then swap in or out","実行: 最初のものを回避し、次に交換するか交換します。"
"LazyCrucible","","","","Do: Dodge the first; Snarl the second, then swap the pet","実行: 最初の攻撃を回避します。 2番目にうなり声を上げ、ペットを交換します"
"LazyCrucible","","","","Do: Dodge the pulses","やるべきこと: パルスを避ける"
"LazyCrucible","","","","Do: Dodge; keep 4 or fewer orbs or there is no safe spot","する: 回避します。オーブを 4 つ以下に保つか、安全な場所がありません"
"LazyCrucible","","","","Do: Don't land in that column","推奨: その 列 に到達しないでください。"
"LazyCrucible","","","","Do: Don't stand near an edge","すべきこと: 端の近くには立たないでください"
"LazyCrucible","","","","Do: Donut: get close. Circle: get out","する: ドーナツ: 近づきます。サークル：出て行け"
"LazyCrucible","","","","Do: Donut: go under the boss. Circle: get out","Do: ドーナツ: ボスの下に行きます。サークル：出て行け"
"LazyCrucible","","","","Do: Drake TR, Scaleskin or Beastskin, potion; keep HP high","実行: ドレイク TR、スケイルスキンまたはビーストスキン、薬品; HPを高く保つ"
"LazyCrucible","","","","Do: Drop it at a corner or edge","推奨: 角や端に落としてください。"
"LazyCrucible","","","","Do: Drop it at one edge and run far","実行: 片方の端にドロップし、周回／実行 を遠くに置きます。"
"LazyCrucible","","","","Do: Drop it at one side and run; wait for other AoEs first","実行: 片側にドロップして 周回／実行;まずは他の AoE を待ちます"
"LazyCrucible","","","","Do: Drop it at the edge; keep the boss central","推奨: 端にドロップします。上司を中心に据えておく"
"LazyCrucible","","","","Do: Drop it away from puddles; AoE the adds at once","推奨: 水たまりから離れた場所に落としてください。 AoE が一度に追加されます"
"LazyCrucible","","","","Do: Drop it away from zombies; don't touch their hitboxes","推奨: ゾンビから遠ざけてください。彼らのヒットボックスに触れないでください"
"LazyCrucible","","","","Do: Drop it in a corner","やるべきこと：隅に置く"
"LazyCrucible","","","","Do: Drop it on a tower, then reset that tower first","実行: 塔 にドロップし、次に リセット／初期化、塔 にドロップします。"
"LazyCrucible","","","","Do: Drop puddles in the center; Snarl, Parting Blow on the 4th","推奨: 中央に水たまりを落とします。うなる、4日の別れの一撃"
"LazyCrucible","","","","Do: Face away from eye orbs when they explode","推奨: 目のオーブが爆発するときは、目をそらしてください。"
"LazyCrucible","","","","Do: Face the center before it expires","行うべきこと: 有効期限が切れる前に中心を向く"
"LazyCrucible","","","","Do: Fight near the center, out of the sprite lines","やるべきこと：スプライトラインの外側、中央付近で戦う"
"LazyCrucible","","","","Do: Find the gap between them","やるべきこと: 両者の間のギャップを見つける"
"LazyCrucible","","","","Do: Find the gaps","やるべきこと: ギャップを見つける"
"LazyCrucible","","","","Do: Gather them at center and AoE; Crawling first","行うべきこと: 中央と範囲に集めてください。最初にクロール"
"LazyCrucible","","","","Do: Get as far from the point as you can","やるべきこと: できる限り要点から遠ざかる"
"LazyCrucible","","","","Do: Get away from the first, then the second","すべきこと: 最初のものから離れ、次に 2 番目のものから離れます。"
